booth_no,forms_received,location,area_covered,booth_level_officer,pdf_file_name
430,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, VILLAGE HALLO MAJRA , (Room No. 4), VILLAGE HALLOMAJRA",VILALGE HALLOMAJRA # 346 to 556,"SURESH KUMAR  DIRECTOR EMPLOYEES STATE INSURANCE COMPANY, SECTOR 19 D CHANDIGARH",chandigarh_pdfs/w0010430.pdf
431,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, PRE FABRICATED BUILDING, VILLAGE HALLOMAJRA , (Room No. 1A), VILLAGE HALLOMAJRA",VILLAGE HALLOMAJRA # 557 to 665,AMIT KUMAR  G.S.S.SCHOOL MAULI JAGRAN,chandigarh_pdfs/w0010431.pdf
432,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, PRE FABRICATED BUILDING, VILLAGE HALLOMAJRA , (Room No. VI D ), VILLAGE HALLOMAJRA",VILLAGE HALLOMAJRA # 666 to 830,NIRMAL SINGH  C.T.U. IND.AREA. PH.1,chandigarh_pdfs/w0010432.pdf
433,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, PRE FABRICATED BUILDING, VILLAGE HALLOMAJRA , (Room No. VI-E ), VILLAGE HALLOMAJRA","VILLAGE HALLOMAJRA # 831 to 1143, DEEP COMPLEX HALLOMAJRA # 782 to 1150","SAVEEN KUMAR  GHS, MAULI COLONY, CHD",chandigarh_pdfs/w0010433.pdf
434,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, PRE FABRICATED BUILDING, VILLAGE HALLOMAJRA , (Room No. 2-A), HALLOMAJRA",DEEP COMPLEX HALLOMAJRA # 1151 to 1580,TEK CHAND  E.E.C.P. DIV.NO.3 16,chandigarh_pdfs/w0010434.pdf
435,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, PRE FABRICATED BUILDING, VILLAGE HALLOMAJRA , (Room No. 1-B), HALLOMAJRA","DEEP COMPLEX HALLOMAJRA # 1581 to 1882, AMBEDKAR COLONY HALLOMAJRA # 1 to 100, CRPF HALLOMAJRA # 1 to 775",LAL SINGH  G.M.S.S.SCHOOL 10A,chandigarh_pdfs/w0010435.pdf
436,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , BLOCK NO. 1, RAMDARBAR PH-1 , (Room No.2), RAM DARBAR",RAM DARBAR COLONY PH.1 # 1 to 215,ANIL KUMAR  G.H.SCHOOL KARSAN RAM DARBAR PH.1,chandigarh_pdfs/w0010436.pdf
437,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , BLOCK NO. 3, RAM DARBAR PH-I , (Room No.1) , RAM DARBAR","RAM DARBAR COLONY PH.1 # 216 to 425, SHRI GURU RAVIDAS MANDIR RAM DARBAR PH.1",MOHINDER SINGH  CHD.HOUSING BOARD 9D,chandigarh_pdfs/w0010437.pdf
438,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , BLOCK NO. 3, RAM DARBAR PH-I , (Room No.3), RAM DARBAR",RAM DARBAR COLONY PH.1 # 426 to 650,AMARJIT SINGH  PTG& STY. DEPTT. 18,chandigarh_pdfs/w0010438.pdf
439,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , BLOCK NO. 1, RAMDARBAR PH-1 , (Room No. 1), RAM DARBAR",RAM DARBAR COLONY PH.1 # 651 to 890,ARJAN SINGH  C.P.DIV.1-2 9,chandigarh_pdfs/w0010439.pdf
440,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , BLOCK NO. 1, RAMDARBAR PH-1 , (Room No. 2), RAM DARBAR",RAM DARBAR COLONY PH.1 # 891 to 1130,"HARWINDER SINGH  CCET DIPLOMA WING, SECTOR 26 CHANDIGARH",chandigarh_pdfs/w0010440.pdf
441,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , RAM DARBAR PH-I , (Room No. 7) , RAM DARBAR","RAM DARBAR COLONY PH.1 # 1131 to 1320, PRACHIN SHIV MANDIR RAM DARBAR PH.1, LIONS CLUB RAM DARBAR COLONY PH.1, GURUDWARA RAM DARBAR",DEEPAK KUMAR  GMSSS SEC-26,chandigarh_pdfs/w0010441.pdf
442,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , RAM DARBAR PH-I , (Room No. 8) , RAM DARBAR",RAM DARBAR COLONY PH.1 # 1321 to 1504,ASHOK BIR SINGH  GMSSS SEC-46,chandigarh_pdfs/w0010442.pdf
443,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , RAM DARBAR PH-II , (Room No. 8), RAM DARBAR","RAM DARBAR COLONY PH.2 # 1 to 190, SHOP RAM DARBAR PH.2",RAVINDER SINGH  PTG.&STY. DEPTT. 18,chandigarh_pdfs/w0010443.pdf
444,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , RAM DARBAR PH-II , (Room No. 5), RAM DARBAR COLONY",RAM DARBAR COLONY PH.2 # 191 to 370,AMRIK SINGH  ESIC,chandigarh_pdfs/w0010444.pdf
445,Form 6  Form 7  Form 8  Form 8A,"GOVT. SENIOR SECONDARY SCHOOL , RAM DARBAR PH-II , (Room No. Meal Room) , RAM DARBAR COLONY",RAM DARBAR COLONY PH.2 # 371 to 560,RAM NIRANJAN  MECH. ENGG.DEPTT. 12,chandigarh_pdfs/w0010445.pdf
446,Form 6  Form 7  Form 8  Form 8A,"COMMUNITY CENTRE, RAM DARBAR PH-II , (Room No. 1) , RAM DARBAR","RAM DARBAR COLONY PH.2 # 561 to 750, SANT NIRANKARI SATSANG BHAWAN RAM DARBAR PH.2","TEJ VIR SINGH  GMSSS, SECTOR 28, CHD",chandigarh_pdfs/w0010446.pdf
447,Form 6  Form 7  Form 8  Form 8A,"COMMUNITY CENTRE, RAM DARBAR PH-II , (Room No. 2), RAM DARBAR",RAM DARBAR COLONY PH.2# 751 to 970,SAMIDURAI  G.M.SCHOOL 26,chandigarh_pdfs/w0010447.pdf
448,Form 6  Form 7  Form 8  Form 8A,"COMMUNITY CENTRE, RAM DARBAR PH-II , (Room No. 2), RAM DARBAR",RAM DARBAR COLONY PH.2 # 971 to 1160,RAKESH KUMAR  MOH SECTOR 17,chandigarh_pdfs/w0010448.pdf
449,Form 6  Form 7  Form 8  Form 8A,"ANGANWADI CENTRE , RAM DARBAR PH-II , (Room No. 1), RAM DARBAR",RAM DARBAR COLONY PH.2 # 1161 to 1350,RAJMOHAN SINGH  GMHS SECTOR 28,chandigarh_pdfs/w0010449.pdf
450,Form 6  Form 7  Form 8  Form 8A,"ANGANWADI CENTRE , RAM DARBAR PH-II , (Room No. 2), RAM DARBAR","RAM DARBAR COLONY PH.2 # 1351 to 1595, INDIRA AWAS YOJNA RAM DARBAR PH.2 # 1 to 230, VISHKARMA MANDIR RAM DARBAR PH.2","RANBIR SINGH  EE CP DIV-3,",chandigarh_pdfs/w0010450.pdf
451,Form 6  Form 7  Form 8  Form 8A,"NEW CRECHE BUILDING, NEAR GOVT. HIGH SCHOOL, KARSAN , , RAM DARBAR","RAM DARBAR COLONY PH.2 # 1596 to 1785, SHORAN FALLOW SHIP CHURCH, RAM DARBAR PH.2, SRI ADINATH SHIV MANDIR RAM DARBAR PH.2, GOVT. TUBEWELL RAM DARBAR PH.2","PARTIK DHANDA  G.M.H. SCHOOL 38D, CHD",chandigarh_pdfs/w0010451.pdf
452,Form 6  Form 7  Form 8  Form 8A,"NEW CRECHE BUILDING, NEAR GOVT. HIGH SCHOOL, KARSAN , RAM DARBAR PH-II , , RAM DARBAR",RAM DARBAR COLONY PH.2 # 1786 to 2021,HARISH KUMAR  GHS SEC-11,chandigarh_pdfs/w0010452.pdf
453,Form 6  Form 7  Form 8  Form 8A,"AANGANWADI CENTRE, NEAR NIRANKARI BHAWAN, KARSAN COLONY , (Room No. 3), RAM DARBAR","RAM DARBAR COLONY PH.2 # 2022 to 2365, KALI MATA MANDIR RAM DARBAR PH.2",KARAM SINGH  CTU.WORKING PLOT NO.701,chandigarh_pdfs/w0010453.pdf
454,Form 6  Form 7  Form 8  Form 8A,"AANGANWADI CENTRE, NEAR NIRANKARI BHAWAN, KARSAN COLONY, RAM DARBAR PH-II , (Room No. 2), RAM DARBAR",RAM DARBAR COLONY PH.2 # 2366 to 2560,"DALIP KUMAR  701 IND. AREA CTU PHASE-I, CHD",chandigarh_pdfs/w0010454.pdf
455,Form 6  Form 7  Form 8  Form 8A,"BAL BHAWAN, NEAR ANGANWARI CENTRE, KARSAN COLONY, RAM DARBAR PH-II , , RAM DARBAR","RAM DARBAR COLONY PH 2 # 2561 to 2650, GURU RAVIDAS MANDIR",JIWAN KUMAR  EXECUTIVE ENGINEER ELEC.NO.2,chandigarh_pdfs/w0010455.pdf
456,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, NEAR KBADI MKT., VILL. BURAIL , (Room No. 3), VILLAGE BURAIL",VILLAGE BURAIL # 1 to 110,CHARANJEEV GANDHI  GOVT.HOME SC.COLLEGE 10,chandigarh_pdfs/w0010456.pdf
457,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, NEAR KBADI MKT., VILL. BURAIL , (Room No. 4 ), VILLAGE BURAIL","VILALGE BURAIL # 111 to 175, JAMA MASJID BURAIL","BANDANA SHARMA  EE, HORTICULTURE, MC",chandigarh_pdfs/w0010457.pdf
458,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, NEAR KBADI MKT. , (Room No. 5), VILLAGE BURAIL",VILLAGE BURAIL # 176 to 325,ASHOK KUMAR  CP DIV.NO.3 16,chandigarh_pdfs/w0010458.pdf
459,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, NEAR KBADI MKT. , (Room No. 6), VILLAGE BURAIL","VILLAGE BURAIL # 326 to 460, BALWARI NEAR LIBRARY VILAGE BURAIL, EKTA MARKET VILAGE BURAIL, KESHO RAM COMPLEX VILLAGE BURAIL , BALMIKI MOHALLA VILLAGE BURAIL",NITIN PANT  PGGCG 42,chandigarh_pdfs/w0010459.pdf
460,Form 6  Form 7  Form 8  Form 8A,"ST. STEPHEN SCHOOL , (Room No. G-16, 8A), SECTOR 45",VILLAGE BURAIL # 461 to 600,DAVINDER KUMAR  PGGC BOYS 11,chandigarh_pdfs/w0010460.pdf
461,Form 6  Form 7  Form 8  Form 8A,"ST. STEPHEN SCHOOL , SECTOR 45 , (Room No. G-17, 8A), SECTOR 45",VILAGE BURAIL # 601 to 740,HARVINDER SHARMA  SCERT 32C,chandigarh_pdfs/w0010461.pdf
462,Form 6  Form 7  Form 8  Form 8A,"ST. STEPHEN SCHOOL , (Room No. G-16, 1A), SECTOR 45",VILLAGE BURAIL # 741 to 850,"HARE KRISHANA  DTE,",chandigarh_pdfs/w0010462.pdf
463,Form 6  Form 7  Form 8  Form 8A,"ST. STEPHEN SCHOOL , (Room No. G-1A), SECTOR 45",VILLAGE BURAIL # 851 to 1000,LALIT RANA  PGGCG 11,chandigarh_pdfs/w0010463.pdf
464,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE, SECTOR 45 , (Room No. 10), SECTOR 45",VILAGE BURAIL # 1001 to 1160,JAGRUP SINGH  G.H.S. HALLOMAJRA,chandigarh_pdfs/w0010464.pdf
465,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE , (Room No. 11), SECTOR 45",VILLAGE BURAIL # 1161 to 1320,RAMESH KUMAR  G.M.H.S DHANAS,chandigarh_pdfs/w0010465.pdf
466,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE, SECTOR 45 , (Room No. STAFF ROOM), SECTOR 45",VILAGE BURAIL # 1321 to 1450,BHUPINDER SINGH  DEPTT.OF SPORTS 14,chandigarh_pdfs/w0010466.pdf
467,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE , (Room No. 23 F.F), SECTOR 45",VILAGE BURAIL # 1451 to 1560,VISHNU MOHAN SHARMA  GOVT PRESS 18,chandigarh_pdfs/w0010467.pdf
468,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE , (Room No. SEMINAR ROOM ), SECTOR 45",VILLAGE BURAIL # 1561 to 1675,BIHARI LAL  GOVT PRESS 18,chandigarh_pdfs/w0010468.pdf
469,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE, SECTOR 45 , Room.No. 12, SECTOR 45",VILAGE BURAIL # 1676 to 1835,VINOD PARKASH  DEPTT. OF PHYSICS 14,chandigarh_pdfs/w0010469.pdf
470,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE , (Room No. 13), SECTOR 45",VILAGE BURAIL # 1836 to 1935,"SUKHDEV SINGH  SDE, ELECTRICAL SUB DIV.11 25",chandigarh_pdfs/w0010470.pdf
471,Form 6  Form 7  Form 8  Form 8A,"DEV SAMAJ COLLEGE , (Room No. 14), SECTOR 45","VILLAGE BURAIL # 1936 to 2340, GURUDWARA SINGH SABHA",VARINDER KUMAR  DEPTT. OF POPULATION & RESEARCH CEN. 14,chandigarh_pdfs/w0010471.pdf
472,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL , (Room No. 2 ), SECTOR 48",VILLAGE FAIDAN NIZAMPUR # 1 to 110,AMULYA BIPNESHWAR  SURVEY OF INDIA 32A,chandigarh_pdfs/w0010472.pdf
473,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL, SECTOR 48 , (Room No. 3 ), SECTOR 48",VILLAGE FAIDAN NIZAMPUR # 111 to 400,NARENDER PAL SINGH  GOVT. HOME SCIENCE SECTOR 10 CHD,chandigarh_pdfs/w0010473.pdf
474,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL, SECTOR 48 , (Room No. 4 ), SECTOR 48",VILLAGE FAIDAN NIZAMPUR # 401 to 638,SHASHI KAMAL  GOVT. HOME SCIENCE SECTOR 10 CHD,chandigarh_pdfs/w0010474.pdf
475,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL , (Room No.5 ), SECTOR 48","SANGAM ENCLAVE SEC.48A # 1 to 83, MAYUR VIHAR SEC.48A # 84 to 171, NFL ENCLAVE SEC.48A # 172 to 226, INDIAN EXPRESS SOCIETY SEC.48A # 227 to 291, RCS SOCIETY SEC.48A # 292 to 354, G.R.E.F AND SR. CITIZEN SOCIETY SECTOR 48",SANDEEP KUMAR  PGGC 11,chandigarh_pdfs/w0010475.pdf
476,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL , (Room No.6 ), SECTOR 48","ATO COMPLEX SEC.48A # 355 to 416, SBI JEEVAN AADHAR SOCIETY SEC.48A # 417 to 475, KENDRIYA VIHAR SOCIETY # 1 to 305",KARAMVIR SINGH  MOH 17,chandigarh_pdfs/w0010476.pdf
477,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL, SECTOR 48 , (Room No.7 ), SECTOR 48","PANCHAM ENCLAVE SEC.48A # 476 to 534, SHANTIWAN RADIO COLONY # 535 to 592, SARVHITKARI SOCIETY SEC-48 # 593-649,SUPER COMPLEX SOCIETY SEC-48A # 650-716, GOVT EMPLOYES CO. OP. SOCIETY COMPLEX HOUSE SEC-48A , OIEC SOCIETY SEC-48A # 730, GBS & DC OFFICER SOCIETY SEC-48A # 718-812,",VINAY KUMAR  DAV COLLEGE 10,chandigarh_pdfs/w0010477.pdf
478,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL , (Room No.8 ), SECTOR 48","EXCEL VLOSEM SOCIETY SEC.48A # 814 to 890, POPULAR SOCIETY SEC.48B # 1001 to 1082, UNIVERSAL SOCIETY SEC.48B # 1083 to 1268, SILVER TON HOUSING SOCIETY SEC.48B # 1269 to 1401","SWARN SINGH  CTU IND AREA PH-I, CHD",chandigarh_pdfs/w0010478.pdf
479,Form 6  Form 7  Form 8  Form 8A,"BANYAN TREE SCHOOL, SECTOR 48 , (Room No.9 ), SECTOR 48","GURU NANAK BIHAR SOCIETY SEC.48C # 2001 to 2084, ASHIANA ENCLAVE SEC.48C # 2085 to 2187, STAR ENCLAVE SEC.48C # 2188 to 2264, ASTHA APARTMENT SEC.48C # 2265 to 2343, PUSHPAK FIRST SOCIETY SEC.48C # 2344 to 2433, GMCH SEC.48D # 3109 to 3111 & 3137 to 3160, PLAT NO. 8 SEC.48","NIRMAL SINGH  CTU IND AREA PH-I, CHD",chandigarh_pdfs/w0010479.pdf
480,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL , (Room No. M.2.D), SECTOR 49-B","YOUNG DEWELPERS CO. OP. HOUSING BUILDING SOCIETY SEC.49A # 1 to 119, ADVOCATE SOCIETY SEC.49A # 121 to 361, LABOUR BUERO HOUSING SOCIETY SEC.49A # 371 to 493",SUKHWINDER SINGH  PLOT NO.701 IND. AREA PH1.,chandigarh_pdfs/w0010480.pdf
481,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL , (Room No. M.II.E.), SECTOR 49","VIGYAN VIHAR SEC-49A # 501-563, IAS IPS CSIO SOCIETY SEC.49A # 571 to 622, PUNJAB AND SINDH BANK SEC.49A # 631 to 725, RCS SOCIETY SEC.49A # 731 to 820, SHIVALIK SOCIETY SEC.49A # 831 to 915, ASHIRVAD ENCLAVE SEC.49A # 921 to 983","MOHINDER SINGH  EE CP, DIV.NO.3 ROADS 16",chandigarh_pdfs/w0010481.pdf
482,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL, SECTOR 49B , (Room No. M.III.A), SECTOR 49","RAJDHANI APARTMENT SEC.49A # 991 to 1060, PUSHPAK COMPLEX SEC.49B # 1101 to 1405",RANJEET SINGH  SURVEY OF INDIA 32A,chandigarh_pdfs/w0010482.pdf
483,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL , (Room No. M.2.C), SECTOR 49","PUSHPAK COMPLEX SEC.49B # 1406 to 1690, NIRVANA CO.OP SOCIETY SEC.49 # 1701 to 1900",TARUN NARULA  GOVT PRESS 18,chandigarh_pdfs/w0010483.pdf
484,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL, SECTOR 49B , (Room No. M.2.B), SECTOR 49","BROOK BOND SOCIETY SEC.49C # 2001 to 2014, VERKA SEC.49C # 2020 to 2069, SUPER CO. OP. SOCIETY SEC.49C # 2163 to 2253, GOLDEN ENCLAVE SEC.49C # 2254 to 3281, GOOD ENCLAVE SEC.49C # 2321 to 2401, SMALL FLAT CHB COLONY SEC.49C # 2501 to 2537, GURUDWARA CHARAN KAMAL SAHIB SEC-49C, GURUDWARA DASHMESH DARBAR SECTOR 49C",NARINDER SINGH  CTU,chandigarh_pdfs/w0010484.pdf
485,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL, SECTOR 49B , (Room No. M.II.A), SECTOR 49",SMALL FLAT CHB COLONY SEC.49C # 2538 to 2650,SURINDER MOHAN  DIRECTOR TECHNICAL EDU. 12,chandigarh_pdfs/w0010485.pdf
486,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL, SECTOR 49B , (Room No. M.3.B), SECTOR 49","SMALL FLAT CHB COLONY SEC.49C # 2651 to 2756, CHANDIGARH HOUSING BOARD SEC.49D# 2757 to 2880","RAMAN KUMAR VERMA  CFS; MHA, GOI 36A",chandigarh_pdfs/w0010486.pdf
487,Form 6  Form 7  Form 8  Form 8A,"RAYAN INTERNATIONAL SCHOOL, SECTOR 49B , (Room No. M.III.C), SECTOR 49","CHANDIGARH HOUSING BOARD SEC.49D# 2881 to 2972, SBI OFFICER SOCIETY SEC.49D # 3001 to 3073, PINK ROSE CO. OP SOCIETY SEC.49D # 3075 to 3225, ROSE PATEL HOUSING SOCIETY SEC.49D # 3226 to 3245, CUSTOM AND CENTRAL EXISE SOCIETY SEC.49D # 3246 to 3262, SWATI CO. OP. SOCIETY SEC.49D # 3263 to 3281, PGI SOCIETY SEC.49D # 3282 to 3326, PUNJAB ENGINEERING SOCIETY SEC.49D # 3327 to 3346, PUNJAB VIDHAN SABHA SOCIETY SEC.49D # 3349 to 3405, SAI ENCLAVE SEC.49D # 3406 to 3483, TRISHAKTI MANDIR SEC.49D","RAJESH BALODI  MOH, MC 17",chandigarh_pdfs/w0010487.pdf
488,Form 6  Form 7  Form 8  Form 8A,"GOVT. COMMERCE COLLEGE & BUSINESS, SECTOR 50 , , SECTOR 50","SECTOR 50 PROGRESSIVE CO.OP SOCIETY # 1067 to 1500,",SURINDER PAL SINGH  GOVT.PRESS SECTOR 18,chandigarh_pdfs/w0010488.pdf
489,Form 6  Form 7  Form 8  Form 8A,"GOVT. COMMERCE COLLEGE & BUSINESS, SECTOR 50 , , SECTOR 50","TELE HOUSE (BSNL) SOCIETY, SEC. 50 # 2230 to 2560",RAMESH CHAND  GMSSS SECTOR 35D,chandigarh_pdfs/w0010489.pdf
490,Form 6  Form 7  Form 8  Form 8A,"GOVT. COMMERCE COLLEGE & BUSINESS , , SECTOR 50","SECTOR 50 PEPSU SOCIETY # 2121 to 2229, THE CHIEF AUDITOR SOCIETY # 1001 to 1025, THE TRIBUNE FRIENDS CO.OP SOCIETY # 3001 to 3082, VICTORIA ENCLAVE # 2001 to 2120, PARADISE ENCLAVE # 3148 to 3237, ROADWAYS DIRECTORATE PUNJAB EMPLOYEES CO.OP HB SOCIETY # 1026 to 1066, BLOOD DONOR CO.OP HB SOCIETY # 3050 to 3082","JAGTAR KAUR  SOCIAL WELFARE DEPTT. SECTOR 17, CHD",chandigarh_pdfs/w0010490.pdf
491,Form 6  Form 7  Form 8  Form 8A,"GOVT. COMMERCE COLLEGE & BUSINESS , , SECTOR 50","SECTOR 50 BANKER ENCLAVE # 3312 to 3375, B.J. ENCLAVE # 3083 to 3147, SARGODHA HB SOCIETY # 3238 to 3311, SECTOR 50 PROGRESSIVE CO.OP SOCIETY # 1501 to 1663,",DINESH KUMAR  GMHS 38D,chandigarh_pdfs/w0010491.pdf
492,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL (SMART) , (Room No.1 ), SECTOR 50","CHB FLATS, SEC. 51 # 1 to 200",ASHOK KUMAR  GOVT. PRESS SECTOR 18,chandigarh_pdfs/w0010492.pdf
493,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL (SMART) , (Room No.2 ), SECTOR 50","CHB FLATS, SEC. 51 # 201 to 328",RAMNIK SINGH  PB.ENGG.COLLEGE SECTOR 12,chandigarh_pdfs/w0010493.pdf
494,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL (SMART) , (Room No. 4 ), SECTOR 50","SECTOR 51 CENTRE JAIL, CHD DYAL BHAG SOCIETY # 1001 to 1040, SINGH SOCIETY # 1040 to 1060, THE CUSTOM & CENTRAL EXISE SOCIETY # 1060 to 1160, NEW LIGHT SOCIETY 1160 to 1280, PSIEC SOCIETY # 1501 to 1538, CENTRAL GROUND WATER BOARD SOCIETY # 1539 to 1570, ESIC SOCIETY # 1571 to 1676, MODAL JAIL BURAIL SEC.45, MODEL JAIL COMPLEX SEC.51, SINGH SOCIETY SECTOR 51",VINOD KUMAR  E.E. PROJ P.H. DIV. NO. 8 SECTOR 9,chandigarh_pdfs/w0010494.pdf
495,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL (SMART) , (Room No. 5 ), SECTOR 50","SECTOR 51 AJANTA CO.OP HOUSE SOCIETY # 1001 to 3150, INDUSTRIAL CO.OP HOUSE SOCIETY # 3151 to 3195, TRBL( DEFANCE) CO.OP HOUSE SOCIETY # 3196 to 3218, CHD. POLICE CO.OP HOUSING SOCIETY # 3220 to 3419",VIVEK NAROTRA  CIHM SECTOR 42,chandigarh_pdfs/w0010495.pdf
496,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 52",SECTOR 52 # 101 to 1350,HARJINDER KUMAR  CIVIL ENGG DEPT .,chandigarh_pdfs/w0010496.pdf
497,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 53","SECTOR 52 # 1351 to 1680, GOVT HIGH SCHOOL SECTOR 52",CHARAN DASS  PEC 12,chandigarh_pdfs/w0010497.pdf
498,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 52 , , SECTOR 52",SECTOR 52 # 1681 to 2000,DEEPAK KUMAR  GOVT.PRESS SECTOR 18,chandigarh_pdfs/w0010498.pdf
499,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 52",SECTOR 52 # 2001 to 2320,P.K. BHARDWAJ  PCE SECTOR 12,chandigarh_pdfs/w0010499.pdf
500,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL, SECTOR 52 , , SECTOR 52",SECTOR 52 (LIG) # 2321 to 2700,"MAMTA SHARMA  SOCIAL WELFARE DEPTT. SECTOR 17, CHD",chandigarh_pdfs/w0010500.pdf
501,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 52",SECTOR 52 # 2701 TO END,"NEELAM KUMARI  SOCIAL WELFARE DEPTT. SECTOR 17, CHD",chandigarh_pdfs/w0010501.pdf
502,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 53",BLOCK P TRANSIT HOUSE SECTOR 52 # 1 to 500,SUKHWINDER SINGH  EE DIV.NO 6 SECTOR 9,chandigarh_pdfs/w0010502.pdf
503,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 53",BLOCK P TRANSIT HOUSE SECTOR 52 # 501 to 1125,,chandigarh_pdfs/w0010503.pdf
504,Form 6  Form 7  Form 8  Form 8A,"GOVT. HIGH SCHOOL , , SECTOR 53",BLOCK P TRANSIT HOUSE SECTOR 52 # 1126 TO END,"RITA RANI  SOCIAL WELFARE DEPTT. SECTOR 17, CHD",chandigarh_pdfs/w0010504.pdf
505,Form 6  Form 7  Form 8  Form 8A,"GOVT. MODEL HIGH SCHOOL , (Room No.9), SECTOR 54",Sector 55 H.No.101 to 274,GAUTAM MORWAL  EXAM BR-2 SECTOR 12,chandigarh_pdfs/w0010505.pdf
506,Form 6  Form 7  Form 8  Form 8A,"GOVT.MIDDLE SCHOOL, PALOSRA COLONY, SECTOR 56 , (Room No. 1), PALSORA COLONY","AMBEDKAR AWAS YOJNA SEC.56 # 1 to 500, ARYA SAMAJ MANDIR PALSORA","KISHORI LAL  PRINTING & STATIONERY DEPT. SECTOR 18, CHD",chandigarh_pdfs/w0010506.pdf
507,Form 6  Form 7  Form 8  Form 8A,"GOVT.MIDDLE SCHOOL, PALOSRA COLONY, SECTOR 56 , (Room No.5B), PALSORA COLONY",AMBEDKAR AWAS YOJNA SEC.56 # 501 to 900,"AJIT SINGH  CHB SECTOR 9, CHD",chandigarh_pdfs/w0010507.pdf
508,Form 6  Form 7  Form 8  Form 8A,"GOVT MIDDLE SCHOOL, VILLAGE PALSORA , (Room No.6), VILLAGE PALSORA",AMBEDKAR AWAS YOJNA SEC.56 # 901 to 1300,"RAJESH KUMAR  CCET, DEGREE WING SECTOR 26",chandigarh_pdfs/w0010508.pdf
